amount,merchant_type,device_type,location,hour,is_fraud,night_transaction,high_amount
1809.8505745476987,upi,mobile,UK,8,0,0,0
5681.612579373532,upi,mobile,India,3,1,1,1
9155.305534392479,luxury,desktop,India,1,1,1,1
344.2900559650594,upi,pos,UK,18,0,0,0
6975.715571132165,bank,mobile,UK,0,1,1,1
2977.003328688645,upi,unknown,USA,20,0,0,0
9244.33997278842,luxury,mobile,UK,0,1,1,1
9710.72716042785,luxury,mobile,UAE,11,1,0,1
9442.943558688772,luxury,mobile,UAE,10,1,0,1
4744.77109549135,ecommerce,pos,UAE,0,1,1,0
8621.116296638187,bank,unknown,UAE,13,0,0,1
8446.27123835803,ecommerce,desktop,UAE,10,1,0,1
3194.40923006634,retail,mobile,USA,6,0,0,0
8290.01016413602,bank,unknown,India,1,1,1,1
374.89130898134874,upi,unknown,UK,14,0,0,0
5964.717435428121,luxury,desktop,India,7,0,0,1
2303.938328690592,retail,mobile,UK,21,0,0,0
1210.0660233439016,bank,pos,USA,19,0,0,0
774.1472502839455,ecommerce,unknown,USA,14,0,0,0
6964.406314902007,luxury,desktop,International,7,1,0,1
3402.050262861821,ecommerce,pos,International,9,1,0,0
7249.0438814299705,bank,unknown,USA,18,0,0,1
658.236626285429,bank,mobile,USA,2,1,1,0
3156.3269266169505,retail,unknown,UK,19,0,0,0
5397.215467291496,upi,pos,USA,13,0,0,1
7908.27803256544,ecommerce,pos,India,8,1,0,1
3190.931266806039,retail,mobile,UK,8,0,0,0
6260.784307487906,luxury,mobile,USA,20,1,0,1
8860.34759362069,upi,desktop,UK,5,1,1,1
6160.552565882134,retail,mobile,UK,7,0,0,1
2333.4299501625696,ecommerce,desktop,UAE,10,0,0,0
248.88581165759751,bank,pos,International,7,0,0,0
8701.638244639795,luxury,pos,UK,11,0,0,1
217.58776144961945,ecommerce,unknown,UK,9,0,0,0
8747.643218478574,upi,unknown,UAE,22,1,0,1
5291.726654601984,upi,desktop,USA,3,1,1,1
9390.981646636397,bank,mobile,UK,15,0,0,1
7988.838441557786,bank,mobile,UAE,19,0,0,1
9979.351434780709,luxury,unknown,India,5,0,1,1
3510.364595439843,luxury,pos,UAE,8,0,0,0
7673.046947866614,bank,desktop,International,22,1,0,1
4022.2994815243756,bank,pos,International,4,1,1,0
4801.3568249375685,upi,pos,USA,20,0,0,0
6276.917104867609,bank,mobile,USA,23,1,1,1
8737.402756292457,retail,desktop,International,5,1,1,1
9840.914274646955,ecommerce,pos,International,16,1,0,1
7683.892771575859,bank,unknown,UK,16,0,0,1
4180.578987762501,luxury,unknown,International,23,1,1,0
4216.463237759316,retail,mobile,USA,21,0,0,0
7377.13510438097,luxury,unknown,International,12,1,0,1
2391.5775719541816,retail,unknown,USA,16,0,0,0
1109.1887607482895,bank,pos,India,13,0,0,0
3549.4484656195614,ecommerce,unknown,International,1,1,1,0
2875.953721582547,luxury,unknown,USA,18,0,0,0
2966.599663957621,retail,pos,UAE,2,1,1,0
2339.9094717438497,upi,mobile,UK,1,1,1,0
425.721430415437,bank,mobile,USA,1,1,1,0
183.64997766047102,ecommerce,desktop,International,21,0,0,0
9877.285285411635,bank,unknown,International,6,1,0,1
4280.592471689944,upi,pos,India,3,1,1,0
3846.3448383610184,ecommerce,desktop,UAE,16,0,0,0
6798.074590517233,upi,mobile,USA,5,0,1,1
2186.4476092113164,bank,mobile,UAE,6,0,0,0
9499.862033582502,retail,pos,India,19,0,0,1
7864.5184190834425,bank,desktop,UK,5,0,1,1
898.6629681110338,bank,desktop,UAE,8,0,0,0
4178.719853970359,bank,pos,India,19,0,0,0
8791.787484083836,luxury,pos,USA,3,1,1,1
9447.596562802646,upi,desktop,UK,4,1,1,1
4676.678104942448,upi,mobile,International,18,1,0,0
6136.046835161023,upi,unknown,India,9,0,0,1
1674.504291190292,luxury,mobile,International,17,1,0,0
9911.73041823908,retail,pos,UK,14,0,0,1
2320.5586553275166,bank,desktop,India,0,1,1,0
9427.60408248058,retail,desktop,India,4,1,1,1
6498.218256678722,luxury,unknown,UK,4,1,1,1
6079.329264814197,upi,desktop,USA,7,0,0,1
5129.321667610004,bank,unknown,India,21,0,0,1
2310.544768118998,ecommerce,mobile,UK,21,0,0,0
1769.397679895055,ecommerce,mobile,UAE,21,0,0,0
2208.7596596564026,retail,desktop,International,19,1,0,0
1868.4504301318239,upi,desktop,India,14,0,0,0
7796.946813299699,ecommerce,pos,UAE,16,1,0,1
3504.501965371467,retail,pos,India,18,0,0,0
583.1375522511466,luxury,desktop,USA,12,0,0,0
9691.180788257408,retail,desktop,UK,21,0,0,1
8838.43992020944,retail,mobile,India,20,0,0,1
9277.884070536154,retail,desktop,UK,9,0,0,1
9949.10368735112,bank,pos,India,16,0,0,1
1743.0830159487755,retail,mobile,USA,4,1,1,0
3965.4389789320744,retail,unknown,USA,17,0,0,0
7583.593564662393,bank,pos,UAE,16,0,0,1
6961.726077447654,bank,pos,USA,3,1,1,1
1543.1895838668513,luxury,mobile,UK,21,1,0,0
8159.252084281225,upi,unknown,USA,6,1,0,1
2248.2835155074235,ecommerce,pos,India,4,1,1,0
2242.0570601521176,ecommerce,desktop,USA,7,0,0,0
5372.059356819668,retail,pos,UK,7,0,0,1
5931.434648742823,luxury,mobile,India,10,1,0,1
5802.961647338922,retail,mobile,UAE,8,0,0,1
919.41093979056,ecommerce,mobile,UAE,18,0,0,0
8775.221321990652,bank,pos,UAE,18,0,0,1
2659.672425674117,upi,unknown,India,8,0,0,0
1299.5016382216277,luxury,desktop,UAE,22,0,0,0
8888.037058290427,bank,mobile,USA,19,0,0,1
9556.736724806386,upi,unknown,India,16,1,0,1
8621.965534568179,luxury,desktop,India,15,0,0,1
8096.113166875157,luxury,mobile,India,6,1,0,1
6554.1435964870225,ecommerce,desktop,International,21,1,0,1
5510.819419238347,bank,desktop,UK,2,1,1,1
874.4326653145444,luxury,unknown,International,20,0,0,0
4087.4898646416336,luxury,desktop,International,18,1,0,0
3730.0217275380783,upi,mobile,International,7,1,0,0
2601.2390686844606,ecommerce,unknown,UK,4,1,1,0
7235.584036317407,retail,pos,International,5,1,1,1
4961.277972112314,ecommerce,pos,UAE,1,1,1,0
815.0569279969411,retail,unknown,India,23,1,1,0
2205.731103488364,bank,pos,India,18,0,0,0
6834.171342777661,bank,desktop,USA,12,0,0,1
765.9279406055504,luxury,mobile,UAE,5,1,1,0
8512.813105917443,bank,desktop,UK,5,0,1,1
4953.9895375046735,luxury,unknown,India,1,1,1,0
4808.462840379847,ecommerce,mobile,International,23,1,1,0
5926.115807671878,bank,unknown,USA,4,1,1,1
8247.686254421866,ecommerce,unknown,USA,10,1,0,1
3481.3530329824193,ecommerce,unknown,India,10,0,0,0
6781.77144482784,bank,desktop,UAE,23,1,1,1
5659.490980137932,ecommerce,mobile,USA,13,0,0,1
2673.947560343366,bank,mobile,India,12,0,0,0
8786.906713619805,bank,mobile,UAE,7,0,0,1
7975.273085961247,bank,desktop,India,14,0,0,1
6586.2260874109625,retail,pos,India,11,0,0,1
8506.564382296949,ecommerce,desktop,UAE,2,1,1,1
8673.605538593225,upi,desktop,UAE,20,1,0,1
7085.087952266773,bank,unknown,UAE,22,0,0,1
8370.948216994902,ecommerce,mobile,India,4,1,1,1
6976.22725938449,luxury,mobile,USA,5,1,1,1
6803.007013744203,bank,pos,UK,1,1,1,1
6188.020725260767,bank,pos,UK,7,0,0,1
7528.402812378624,upi,unknown,India,4,1,1,1
1590.2580274042716,retail,mobile,India,21,0,0,0
8809.30323819329,retail,pos,USA,16,0,0,1
8719.076059813593,bank,pos,UAE,1,1,1,1
297.32659393041865,ecommerce,mobile,India,10,0,0,0
8259.038421894802,luxury,desktop,International,3,1,1,1
1293.0543253970848,luxury,pos,UAE,10,0,0,0
3354.512948320123,ecommerce,mobile,India,8,0,0,0
7436.36502163462,bank,pos,International,5,1,1,1
1611.7951610028406,luxury,unknown,USA,23,1,1,0
8180.580406070027,retail,pos,International,1,1,1,1
8322.18110868763,ecommerce,mobile,India,14,1,0,1
5077.139998939558,upi,pos,UK,4,1,1,1
68.82678780975164,bank,unknown,India,11,0,0,0
2873.946141083253,ecommerce,unknown,UK,12,0,0,0
6171.184549165543,luxury,pos,USA,16,0,0,1
9811.955849384098,bank,pos,USA,3,1,1,1
6319.9762025316,retail,unknown,UAE,9,0,0,1
2601.736792736277,bank,unknown,UAE,0,1,1,0
6341.887002480616,bank,desktop,UK,10,0,0,1
5402.1538702599755,retail,desktop,UK,15,0,0,1
7799.55472453568,retail,unknown,USA,10,0,0,1
1074.2714850754494,bank,pos,International,8,0,0,0
7611.47388550777,retail,mobile,UK,1,1,1,1
5414.959453867722,ecommerce,pos,UK,6,0,0,1
9630.105078570652,retail,pos,International,18,1,0,1
3422.0122995566676,retail,desktop,UAE,17,0,0,0
6328.0558218738115,bank,desktop,UAE,19,0,0,1
9320.620914572624,ecommerce,desktop,UK,6,1,0,1
1029.584731266839,upi,unknown,UAE,22,0,0,0
9372.59872992833,upi,unknown,UAE,8,1,0,1
6880.41779439663,luxury,pos,UAE,11,0,0,1
683.0314057561932,retail,pos,USA,2,1,1,0
3013.1308516334284,retail,mobile,India,22,0,0,0
7083.18002600959,ecommerce,pos,UK,21,1,0,1
678.1692616803731,upi,pos,UK,15,0,0,0
5823.793749461852,luxury,desktop,USA,6,0,0,1
3462.1011542448027,ecommerce,desktop,India,22,0,0,0
6211.050600085934,retail,desktop,India,4,1,1,1
462.19162795606593,upi,desktop,USA,22,0,0,0
8716.010377493001,luxury,desktop,International,6,1,0,1
9735.022246928082,bank,mobile,International,18,1,0,1
9688.934163580487,upi,mobile,India,16,1,0,1
7497.770058270533,luxury,mobile,International,15,1,0,1
1305.2119701056665,ecommerce,desktop,International,20,0,0,0
7583.840643310581,bank,unknown,International,23,1,1,1
250.7462300057211,luxury,desktop,India,20,0,0,0
226.12489753232757,luxury,desktop,International,18,0,0,0
3239.4841403996647,retail,mobile,UK,17,0,0,0
4888.988688094634,upi,desktop,India,18,0,0,0
7705.222140988893,retail,mobile,USA,3,1,1,1
6834.53728918202,bank,desktop,International,0,1,1,1
4461.797550235599,luxury,pos,UAE,3,1,1,0
2739.8985294852505,retail,unknown,India,3,1,1,0
9971.259379076322,upi,unknown,USA,8,1,0,1
4264.68211584855,bank,mobile,UK,7,0,0,0
4516.613308175107,ecommerce,pos,USA,1,1,1,0
1640.4200928107334,retail,unknown,International,22,0,0,0
7949.121439755544,bank,mobile,UAE,5,0,1,1
6938.353846685979,ecommerce,desktop,International,22,1,0,1
2211.59227982366,retail,desktop,USA,10,0,0,0
828.3985509303477,bank,pos,India,3,1,1,0
6806.590524236757,bank,unknown,UAE,13,0,0,1
6546.839586739947,retail,desktop,UAE,20,0,0,1
2736.228972347102,bank,mobile,USA,21,0,0,0
9508.881304692852,luxury,desktop,International,8,1,0,1
1514.8236283500978,retail,desktop,USA,1,1,1,0
4326.186336420806,bank,unknown,UAE,0,1,1,0
9436.44112207515,ecommerce,unknown,USA,3,1,1,1
4200.174532676592,ecommerce,mobile,UAE,11,0,0,0
6387.066846902535,luxury,pos,International,4,1,1,1
3978.956007638129,retail,pos,India,8,0,0,0
2745.780947474957,bank,desktop,India,21,0,0,0
9839.856591358483,bank,mobile,USA,3,1,1,1
4096.2933931188545,ecommerce,pos,UAE,15,0,0,0
8941.521540772948,luxury,pos,India,1,1,1,1
2303.3962858814066,ecommerce,desktop,UAE,15,0,0,0
2134.9815167307074,ecommerce,mobile,International,15,1,0,0
316.18515843069105,luxury,pos,USA,20,0,0,0
6518.409919631971,retail,unknown,UAE,23,1,1,1
3688.4208055189924,bank,unknown,USA,23,1,1,0
8644.260707147172,retail,desktop,UAE,21,0,0,1
4734.733017382114,upi,desktop,UAE,10,0,0,0
9682.093312007644,upi,desktop,International,0,1,1,1
1859.327529452696,upi,desktop,USA,14,0,0,0
8686.88856371633,luxury,pos,UK,23,1,1,1
7767.085543653458,ecommerce,mobile,UAE,3,1,1,1
7710.3638372173,retail,desktop,UAE,17,0,0,1
8448.608365028293,bank,desktop,India,16,0,0,1
7611.434789475274,upi,pos,USA,6,1,0,1
6264.072114705997,retail,desktop,UK,17,0,0,1
1316.792552435464,upi,desktop,International,12,0,0,0
330.0991640150629,upi,mobile,UK,19,0,0,0
9208.87423891779,bank,unknown,International,19,1,0,1
6168.419893634777,luxury,desktop,UK,9,0,0,1
7966.390223306882,ecommerce,pos,UK,0,1,1,1
4817.815903367938,luxury,mobile,USA,1,1,1,0
1177.4953486791328,retail,pos,India,16,0,0,0
1256.2319930644917,luxury,mobile,UK,21,1,0,0
6857.225045853569,retail,mobile,UAE,2,1,1,1
4305.907419520129,retail,desktop,UAE,16,0,0,0
2009.2446433698656,ecommerce,desktop,UAE,11,0,0,0
4918.487494680661,bank,desktop,India,23,1,1,0
646.7683260659652,ecommerce,unknown,UK,11,0,0,0
5821.8041621344155,luxury,unknown,International,19,1,0,1
2693.589077328801,retail,pos,International,9,1,0,0
7976.603210868696,upi,desktop,USA,6,1,0,1
3107.06777944112,upi,unknown,India,9,0,0,0
4554.925390072603,retail,desktop,UK,17,0,0,0
121.14729638146585,ecommerce,unknown,UAE,21,0,0,0
729.106643506616,bank,unknown,India,5,0,1,0
3927.973096284815,ecommerce,mobile,India,6,0,0,0
4801.988652997649,retail,desktop,UK,16,0,0,0
6002.2053784524405,retail,desktop,USA,11,0,0,1
2920.1674741994857,bank,unknown,USA,16,0,0,0
6951.343951834793,luxury,desktop,USA,17,0,0,1
8601.923359906099,luxury,unknown,UAE,13,0,0,1
7799.610633989031,bank,desktop,UAE,10,0,0,1
400.9901593568297,luxury,mobile,UK,1,1,1,0
4807.666937842,upi,desktop,USA,20,0,0,0
1053.7771332896577,luxury,mobile,UK,0,1,1,0
2424.2399335459622,luxury,pos,USA,10,0,0,0
9866.692619705129,luxury,desktop,India,1,1,1,1
1429.2429513006248,upi,desktop,International,15,0,0,0
4991.387093746303,luxury,desktop,International,21,1,0,0
6183.4665645096,upi,mobile,USA,2,1,1,1
7026.137380588319,bank,desktop,UK,19,0,0,1
5598.688591451706,ecommerce,desktop,UAE,0,1,1,1
102.65961995474068,bank,unknown,USA,20,0,0,0
3267.980775898699,ecommerce,pos,USA,19,0,0,0
5179.5278756301905,bank,mobile,UAE,7,0,0,1
883.2256589526094,ecommerce,unknown,USA,18,0,0,0
3509.5161774357616,ecommerce,mobile,India,0,1,1,0
336.8650723697088,retail,unknown,UAE,4,1,1,0
790.3920790644323,ecommerce,pos,India,0,1,1,0
3972.248145634953,ecommerce,unknown,International,10,1,0,0
1331.4939616603883,retail,mobile,UAE,20,0,0,0
5677.570778374274,luxury,desktop,UAE,8,0,0,1
6896.202366526971,luxury,desktop,UK,4,1,1,1
8006.864057595283,retail,pos,UK,1,1,1,1
2005.5016912268768,upi,mobile,UAE,12,0,0,0
1678.9884096794021,ecommerce,mobile,International,17,0,0,0
1050.1555641423306,ecommerce,mobile,USA,11,0,0,0
6366.120344188649,retail,pos,UK,13,0,0,1
7066.224886236577,retail,desktop,International,4,1,1,1
320.70351753229215,upi,unknown,International,23,1,1,0
9362.44140120568,luxury,pos,UK,9,0,0,1
524.4529800964667,bank,unknown,USA,19,0,0,0
5415.256871334199,luxury,desktop,UK,1,1,1,1
7092.059891911909,ecommerce,pos,International,3,1,1,1
8710.336391842126,retail,desktop,India,11,0,0,1
7142.298886663616,upi,unknown,UK,10,1,0,1
8018.27219028257,luxury,mobile,International,3,1,1,1
3397.8046744653466,upi,mobile,UK,10,0,0,0
8149.17701189639,luxury,unknown,International,8,1,0,1
805.7478896148281,ecommerce,mobile,USA,9,0,0,0
8948.692477324974,bank,unknown,International,5,1,1,1
5478.185799656594,upi,pos,UAE,14,0,0,1
8173.891210775125,upi,pos,India,9,1,0,1
4525.92125376041,bank,pos,International,21,1,0,0
6437.559063489267,upi,mobile,UK,20,0,0,1
5266.3945960564515,upi,desktop,UK,5,0,1,1
7317.237269944542,luxury,mobile,International,0,1,1,1
820.8916703957428,luxury,mobile,UAE,20,1,0,0
608.2190794856851,bank,desktop,International,21,0,0,0
2474.7968239314137,ecommerce,desktop,USA,23,1,1,0
1599.6490777313174,upi,desktop,UAE,19,0,0,0
8718.476748089055,ecommerce,desktop,International,20,1,0,1
2196.043803643653,bank,mobile,India,3,1,1,0
9758.773231912217,bank,unknown,UAE,22,0,0,1
3372.2734387522128,luxury,pos,International,21,1,0,0
1825.2685673085493,upi,unknown,India,13,0,0,0
7898.036578889079,retail,mobile,International,19,1,0,1
6588.7842161312565,bank,desktop,USA,21,0,0,1
4984.466185949124,upi,pos,UK,19,0,0,0
5555.8586916216245,ecommerce,pos,International,7,1,0,1
7193.421773831277,luxury,unknown,UAE,10,0,0,1
2288.405139606331,ecommerce,mobile,International,14,1,0,0
9963.357490987135,bank,mobile,International,18,1,0,1
9748.057655657098,bank,mobile,International,7,1,0,1
6505.0052350376345,ecommerce,pos,International,12,1,0,1
1999.4267970368055,bank,unknown,UAE,17,0,0,0
6803.881283100757,upi,pos,UAE,21,0,0,1
726.6230977468625,bank,pos,International,23,1,1,0
311.3717595470316,luxury,desktop,UK,16,0,0,0
2580.540470669581,upi,unknown,International,5,1,1,0
4628.916452609466,retail,desktop,UAE,14,0,0,0
8683.383691556763,bank,mobile,USA,12,0,0,1
7273.054852314249,bank,pos,International,17,1,0,1
7428.351679393811,luxury,unknown,International,10,1,0,1
4257.805877808513,luxury,mobile,International,12,1,0,0
3462.6202505068945,ecommerce,unknown,International,0,1,1,0
3713.5324360311038,ecommerce,pos,India,17,0,0,0
9876.557389541898,ecommerce,unknown,International,4,1,1,1
405.8913681677624,luxury,mobile,UAE,5,1,1,0
8670.979803743874,ecommerce,desktop,UAE,0,1,1,1
5788.8607086810725,ecommerce,pos,India,6,0,0,1
4388.961114799957,retail,desktop,International,3,1,1,0
7253.95031584929,ecommerce,pos,UK,8,1,0,1
4869.256069539905,bank,mobile,International,14,1,0,0
8734.865264626198,luxury,pos,UAE,5,0,1,1
9007.515130792528,upi,desktop,USA,16,1,0,1
4220.100664100187,retail,pos,USA,19,0,0,0
2771.8938333643405,luxury,mobile,UK,17,1,0,0
5925.541534290655,luxury,pos,International,21,1,0,1
9124.071639438826,bank,desktop,India,3,1,1,1
2110.5685791116375,ecommerce,mobile,International,8,1,0,0
6231.55100271701,bank,desktop,UK,13,0,0,1
6317.4443998247425,ecommerce,pos,UK,2,1,1,1
7332.464659040734,ecommerce,unknown,UK,0,1,1,1
1320.0190128469617,luxury,desktop,USA,10,0,0,0
7159.670521997476,ecommerce,pos,International,0,1,1,1
9090.780044053081,retail,unknown,International,11,1,0,1
1800.9326731580684,retail,unknown,India,8,0,0,0
2379.245532614157,retail,mobile,UK,4,1,1,0
9714.093964946187,luxury,unknown,UK,14,0,0,1
1813.8646423313503,bank,desktop,UAE,17,0,0,0
8544.579008228944,upi,desktop,UAE,8,1,0,1
4925.317175198108,ecommerce,unknown,USA,12,0,0,0
2476.0745886597547,upi,pos,International,12,1,0,0
8708.145263218752,bank,desktop,India,23,1,1,1
4455.8260237516415,bank,desktop,India,12,0,0,0
5150.599452527254,luxury,mobile,UK,9,1,0,1
3595.537527150658,retail,pos,India,9,0,0,0
5931.5437600921,retail,unknown,UK,21,0,0,1
1639.4211064873025,bank,pos,International,6,0,0,0
3913.859958834348,luxury,mobile,India,21,1,0,0
9694.276161741198,luxury,mobile,UK,4,1,1,1
2585.04365984777,ecommerce,pos,International,19,1,0,0
6569.082962090216,retail,mobile,International,6,1,0,1
3255.274691925825,bank,mobile,UK,19,0,0,0
7735.863891237574,upi,mobile,UK,9,1,0,1
1313.0822388799065,retail,pos,USA,9,0,0,0
9698.361345560055,ecommerce,mobile,International,20,1,0,1
4540.6264661294745,luxury,unknown,UK,23,1,1,0
2364.3243811479074,bank,unknown,International,12,1,0,0
739.5999895634765,retail,desktop,India,14,0,0,0
1701.7302613499696,upi,unknown,UAE,5,0,1,0
5200.140615817397,ecommerce,desktop,UAE,19,0,0,1
3373.3467484307066,ecommerce,pos,UK,11,0,0,0
8289.689241996683,retail,mobile,UK,18,0,0,1
4311.7207989997505,upi,unknown,International,10,1,0,0
2490.899154513361,ecommerce,desktop,UK,5,0,1,0
6173.36414110728,bank,pos,International,0,1,1,1
7069.238282770031,ecommerce,desktop,UK,1,1,1,1
1674.583869469994,upi,mobile,International,22,0,0,0
1680.3540668017351,luxury,unknown,UK,14,0,0,0
371.53091220076203,luxury,pos,USA,3,1,1,0
7365.338140581077,retail,desktop,International,4,1,1,1
6639.726253579942,upi,pos,USA,14,0,0,1
4748.93560311939,ecommerce,desktop,USA,10,0,0,0
8442.483637447125,ecommerce,desktop,USA,9,1,0,1
8057.673178735781,luxury,mobile,USA,16,1,0,1
5855.616872145538,luxury,mobile,India,1,1,1,1
8683.37144873002,bank,desktop,UAE,19,0,0,1
2062.3828943174985,luxury,unknown,India,23,1,1,0
1123.63659588029,bank,pos,UK,9,0,0,0
2701.1473671123113,ecommerce,pos,UK,19,0,0,0
575.5831266127019,bank,mobile,UAE,2,1,1,0
5314.039432370315,bank,unknown,UAE,18,0,0,1
9366.37389448814,retail,desktop,UAE,4,1,1,1
398.2386889817539,luxury,mobile,USA,2,1,1,0
1225.4885905302178,bank,desktop,India,7,0,0,0
4524.729287692936,ecommerce,desktop,UK,4,1,1,0
9339.08080019141,upi,mobile,India,11,1,0,1
3164.9802692426215,bank,unknown,India,13,0,0,0
5074.811912840482,luxury,pos,India,6,0,0,1
420.52072620866903,retail,mobile,UAE,10,0,0,0
1487.6902936160782,ecommerce,unknown,UAE,7,0,0,0
9866.368078973675,retail,desktop,UK,4,1,1,1
9651.361370878276,upi,mobile,UK,7,1,0,1
54.37510943942411,bank,pos,UK,11,0,0,0
9518.358795305274,bank,pos,India,14,0,0,1
6393.003778465926,luxury,desktop,UAE,18,0,0,1
8679.843353727621,bank,mobile,USA,15,0,0,1
4550.124857060422,ecommerce,pos,India,13,0,0,0
5158.382305649606,upi,mobile,International,6,1,0,1
4891.021569667917,retail,pos,India,7,0,0,0
6670.308254173313,upi,desktop,UAE,6,0,0,1
1400.8142912893475,bank,desktop,International,17,0,0,0
304.5860307774161,retail,mobile,India,23,1,1,0
3082.7597662039534,luxury,unknown,UAE,5,0,1,0
7048.284223552784,upi,unknown,UAE,18,1,0,1
2022.5252539688688,retail,desktop,USA,3,1,1,0
6735.9571710825485,retail,pos,India,22,0,0,1
9699.270900842168,retail,unknown,UAE,2,1,1,1
943.5376543152368,ecommerce,desktop,UK,16,0,0,0
6727.658171660137,upi,pos,UAE,21,0,0,1
4440.283441949188,retail,pos,USA,18,0,0,0
8682.081832503167,upi,unknown,UAE,14,1,0,1
1775.612145526622,retail,desktop,India,5,0,1,0
6927.796392500514,luxury,pos,India,11,0,0,1
8381.962320032862,luxury,pos,International,18,1,0,1
9446.419123642861,luxury,mobile,India,5,1,1,1
6834.06404275501,bank,mobile,International,10,1,0,1
4974.261766264231,retail,unknown,UK,19,0,0,0
6180.383165811132,bank,mobile,USA,19,0,0,1
8689.705319864788,upi,desktop,UK,9,1,0,1
5708.244417655103,bank,unknown,International,15,1,0,1
308.7186616698844,upi,unknown,UAE,17,0,0,0
9309.832211592244,upi,mobile,UAE,13,1,0,1
6896.819876560454,upi,pos,UK,3,1,1,1
6766.751290843579,bank,desktop,UAE,11,0,0,1
2160.673148215183,retail,desktop,International,19,1,0,0
6590.560274975409,bank,desktop,USA,22,0,0,1
3941.674734513314,retail,unknown,India,20,0,0,0
6514.073605529713,retail,desktop,International,7,1,0,1
1070.3973379283673,upi,pos,International,6,0,0,0
6580.163819507345,bank,pos,India,8,0,0,1
9994.140189077812,retail,mobile,India,23,1,1,1
486.8793284112575,luxury,desktop,USA,16,0,0,0
9771.855971292067,retail,unknown,USA,9,0,0,1
4072.045067425092,luxury,mobile,USA,2,1,1,0
8708.180736120905,bank,pos,UAE,20,0,0,1
7824.942913162443,bank,desktop,International,7,1,0,1
5672.327528561745,bank,pos,India,13,0,0,1
7385.799846467008,retail,mobile,International,6,1,0,1
8785.763035206972,ecommerce,pos,International,15,1,0,1
4044.3825149020745,retail,desktop,USA,17,0,0,0
3273.6964498245707,retail,desktop,USA,10,0,0,0
6677.59588870803,upi,mobile,International,5,1,1,1
8079.42018970288,upi,desktop,USA,19,1,0,1
7624.0399220922745,retail,pos,UAE,20,0,0,1
7979.147420342052,luxury,pos,India,13,0,0,1
4358.655231555265,upi,unknown,International,20,1,0,0
8179.252990669341,retail,unknown,India,12,0,0,1
1206.4895084292314,ecommerce,unknown,UAE,3,1,1,0
5447.168534118691,luxury,pos,USA,19,0,0,1
62.557811678725095,bank,pos,UK,19,0,0,0
3249.2353698532015,retail,mobile,UAE,10,0,0,0
3667.783041039622,retail,unknown,UK,17,0,0,0
3964.7460526345076,luxury,pos,India,0,1,1,0
6956.1947308651725,upi,mobile,International,11,1,0,1
3888.6382221971057,upi,pos,USA,17,0,0,0
4489.692758112194,upi,mobile,UAE,6,0,0,0
2379.253588088903,bank,unknown,USA,11,0,0,0
3735.651657335254,luxury,unknown,UK,0,1,1,0
2276.559924495199,luxury,unknown,UK,21,0,0,0
736.5932580655941,upi,pos,International,3,1,1,0
6036.468690846872,upi,pos,UK,17,0,0,1
6683.786921557387,ecommerce,mobile,International,14,1,0,1
6196.806008366097,ecommerce,desktop,UAE,2,1,1,1
4637.62296778672,retail,desktop,International,6,1,0,0
3800.958872891402,retail,unknown,UK,5,0,1,0
8634.019827470393,luxury,desktop,India,14,0,0,1
5193.2224424364995,luxury,unknown,International,14,1,0,1
4794.422866909161,bank,mobile,USA,5,0,1,0
261.2924477353247,bank,desktop,India,7,0,0,0
3415.7720371234327,ecommerce,desktop,International,7,1,0,0
3805.0552097646414,retail,unknown,USA,21,0,0,0
3991.2336950645204,ecommerce,mobile,India,0,1,1,0
5803.822830427186,ecommerce,desktop,International,12,1,0,1
5338.35745453515,retail,desktop,UAE,22,0,0,1
6081.011402470479,bank,desktop,USA,23,1,1,1
7650.008199113572,retail,mobile,UAE,20,0,0,1
8130.792458467355,upi,mobile,UK,12,1,0,1
7182.640146883811,upi,desktop,International,10,1,0,1
9555.459341069572,upi,unknown,International,3,1,1,1
187.23466385023448,luxury,unknown,USA,6,0,0,0
1961.8009669070432,bank,desktop,International,11,0,0,0
80.59093540653049,bank,mobile,UK,12,0,0,0
6476.509767975257,luxury,desktop,International,21,1,0,1
8980.815336755119,ecommerce,mobile,India,11,1,0,1
2438.6055542801114,upi,desktop,UAE,15,0,0,0
9270.710275239086,upi,mobile,UK,5,1,1,1
607.3725659441607,ecommerce,pos,UK,13,0,0,0
9344.688087921115,retail,unknown,UAE,18,0,0,1
3519.468758960146,retail,pos,UAE,15,0,0,0
1018.7011803499191,bank,unknown,UK,3,1,1,0
4861.288233067325,luxury,mobile,UAE,4,1,1,0
2571.481794366477,bank,pos,USA,8,0,0,0
2852.3046551094185,retail,unknown,UAE,23,1,1,0
3076.3631994382345,ecommerce,desktop,India,2,1,1,0
8031.243848837471,bank,mobile,India,21,0,0,1
5393.916960369169,upi,mobile,USA,9,0,0,1
3116.5204530642563,upi,desktop,UAE,16,0,0,0
6105.286164192629,ecommerce,desktop,India,18,0,0,1
7162.925988860819,retail,unknown,International,9,1,0,1
2729.87688733167,upi,mobile,UAE,11,0,0,0
4138.423269745888,upi,unknown,USA,22,0,0,0
1223.251502902791,luxury,desktop,UAE,6,0,0,0
1815.5877485991298,bank,mobile,UK,17,0,0,0
6812.772950380003,retail,desktop,UK,18,0,0,1
1818.4762852177912,bank,unknown,India,14,0,0,0
5254.008019752267,retail,unknown,UK,6,0,0,1
7091.9173859157145,upi,unknown,USA,11,1,0,1
1073.2348463319647,luxury,mobile,India,21,1,0,0
